,Tf,In_Degree,Out_Degree,Total_Connections,file
366,KLF7,78,111,189,MM.1S.H3K27ac_DEGREE_TABLE.txt
367,KLF9,82,105,187,MM.1S.H3K27ac_DEGREE_TABLE.txt
368,MAFF,84,108,192,MM.1S.H3K27ac_DEGREE_TABLE.txt
369,MAZ,76,111,187,MM.1S.H3K27ac_DEGREE_TABLE.txt
370,MEF2C,109,98,207,MM.1S.H3K27ac_DEGREE_TABLE.txt
371,MEF2D,95,91,186,MM.1S.H3K27ac_DEGREE_TABLE.txt
372,MLX,84,47,131,MM.1S.H3K27ac_DEGREE_TABLE.txt
373,MNT,84,48,132,MM.1S.H3K27ac_DEGREE_TABLE.txt
374,MXI1,97,88,185,MM.1S.H3K27ac_DEGREE_TABLE.txt
375,MYBL2,75,74,149,MM.1S.H3K27ac_DEGREE_TABLE.txt
376,MYC,108,86,194,MM.1S.H3K27ac_DEGREE_TABLE.txt
377,MYNN,74,68,142,MM.1S.H3K27ac_DEGREE_TABLE.txt
378,NFE2L2,82,83,165,MM.1S.H3K27ac_DEGREE_TABLE.txt
379,NFE2L3,105,100,205,MM.1S.H3K27ac_DEGREE_TABLE.txt
380,NFIL3,105,65,170,MM.1S.H3K27ac_DEGREE_TABLE.txt
381,NFKB1,83,111,194,MM.1S.H3K27ac_DEGREE_TABLE.txt
382,NFKB2,70,101,171,MM.1S.H3K27ac_DEGREE_TABLE.txt
383,NR3C1,79,98,177,MM.1S.H3K27ac_DEGREE_TABLE.txt
384,NRF1,69,87,156,MM.1S.H3K27ac_DEGREE_TABLE.txt
385,PKNOX1,69,97,166,MM.1S.H3K27ac_DEGREE_TABLE.txt
386,POU2F1,82,109,191,MM.1S.H3K27ac_DEGREE_TABLE.txt
387,PRDM1,108,108,216,MM.1S.H3K27ac_DEGREE_TABLE.txt
388,PRDM10,75,67,142,MM.1S.H3K27ac_DEGREE_TABLE.txt
389,PRDM15,108,109,217,MM.1S.H3K27ac_DEGREE_TABLE.txt
390,RARA,107,111,218,MM.1S.H3K27ac_DEGREE_TABLE.txt
391,RARG,100,110,210,MM.1S.H3K27ac_DEGREE_TABLE.txt
392,RUNX1,101,89,190,MM.1S.H3K27ac_DEGREE_TABLE.txt
393,RUNX2,98,103,201,MM.1S.H3K27ac_DEGREE_TABLE.txt
394,SIN3A,87,111,198,MM.1S.H3K27ac_DEGREE_TABLE.txt
395,SMAD2,82,82,164,MM.1S.H3K27ac_DEGREE_TABLE.txt
396,SMAD7,110,84,194,MM.1S.H3K27ac_DEGREE_TABLE.txt
397,SP3,70,111,181,MM.1S.H3K27ac_DEGREE_TABLE.txt
398,SREBF2,77,86,163,MM.1S.H3K27ac_DEGREE_TABLE.txt
399,TBX6,81,85,166,MM.1S.H3K27ac_DEGREE_TABLE.txt
400,TCF3,98,111,209,MM.1S.H3K27ac_DEGREE_TABLE.txt
401,TCF4,89,101,190,MM.1S.H3K27ac_DEGREE_TABLE.txt
402,TFAP4,75,79,154,MM.1S.H3K27ac_DEGREE_TABLE.txt
403,USF1,82,88,170,MM.1S.H3K27ac_DEGREE_TABLE.txt
404,VDR,95,109,204,MM.1S.H3K27ac_DEGREE_TABLE.txt
405,VSX1,76,89,165,MM.1S.H3K27ac_DEGREE_TABLE.txt
406,XBP1,108,66,174,MM.1S.H3K27ac_DEGREE_TABLE.txt
407,ZBED6,86,92,178,MM.1S.H3K27ac_DEGREE_TABLE.txt
408,ZBTB38,109,79,188,MM.1S.H3K27ac_DEGREE_TABLE.txt
409,ZBTB7B,110,93,203,MM.1S.H3K27ac_DEGREE_TABLE.txt
410,ZEB1,90,105,195,MM.1S.H3K27ac_DEGREE_TABLE.txt
411,ZFP91,103,85,188,MM.1S.H3K27ac_DEGREE_TABLE.txt
412,ZNF124,90,91,181,MM.1S.H3K27ac_DEGREE_TABLE.txt
413,ZNF189,89,111,200,MM.1S.H3K27ac_DEGREE_TABLE.txt
414,ZNF212,70,79,149,MM.1S.H3K27ac_DEGREE_TABLE.txt
415,ZNF217,100,48,148,MM.1S.H3K27ac_DEGREE_TABLE.txt
416,ZNF22,95,91,186,MM.1S.H3K27ac_DEGREE_TABLE.txt
417,ZNF334,90,86,176,MM.1S.H3K27ac_DEGREE_TABLE.txt
418,ZNF367,86,67,153,MM.1S.H3K27ac_DEGREE_TABLE.txt
419,ZNF436,74,110,184,MM.1S.H3K27ac_DEGREE_TABLE.txt
420,ZNF443,85,111,196,MM.1S.H3K27ac_DEGREE_TABLE.txt
421,ZNF490,93,81,174,MM.1S.H3K27ac_DEGREE_TABLE.txt
422,ZNF709,85,109,194,MM.1S.H3K27ac_DEGREE_TABLE.txt
423,ZNF710,106,86,192,MM.1S.H3K27ac_DEGREE_TABLE.txt
424,ZNF740,100,105,205,MM.1S.H3K27ac_DEGREE_TABLE.txt
425,ZNF775,109,104,213,MM.1S.H3K27ac_DEGREE_TABLE.txt
426,ZNF791,93,88,181,MM.1S.H3K27ac_DEGREE_TABLE.txt
427,ZXDA,103,97,200,MM.1S.H3K27ac_DEGREE_TABLE.txt
428,ARF1,112,48,160,MM7_jia_DEGREE_TABLE.txt
429,ARF4,109,69,178,MM7_jia_DEGREE_TABLE.txt
430,ARID3B,100,97,197,MM7_jia_DEGREE_TABLE.txt
431,ARID5A,103,100,203,MM7_jia_DEGREE_TABLE.txt
432,ATF4,116,117,233,MM7_jia_DEGREE_TABLE.txt
433,ATF5,93,116,209,MM7_jia_DEGREE_TABLE.txt
434,BACH1,110,104,214,MM7_jia_DEGREE_TABLE.txt
435,BCL11A,117,118,235,MM7_jia_DEGREE_TABLE.txt
436,BCL6B,105,119,224,MM7_jia_DEGREE_TABLE.txt
437,BCLAF1,96,119,215,MM7_jia_DEGREE_TABLE.txt
438,BHLHE40,109,98,207,MM7_jia_DEGREE_TABLE.txt
439,BHLHE41,118,68,186,MM7_jia_DEGREE_TABLE.txt
440,BRCA1,97,45,142,MM7_jia_DEGREE_TABLE.txt
441,CAD,114,116,230,MM7_jia_DEGREE_TABLE.txt
442,CAMTA2,113,31,144,MM7_jia_DEGREE_TABLE.txt
443,CHD2,111,114,225,MM7_jia_DEGREE_TABLE.txt
444,CREB1,99,112,211,MM7_jia_DEGREE_TABLE.txt
445,CREB3L2,114,105,219,MM7_jia_DEGREE_TABLE.txt
446,CREB3L4,112,97,209,MM7_jia_DEGREE_TABLE.txt
447,DDIT3,102,109,211,MM7_jia_DEGREE_TABLE.txt
448,DMRT2,104,84,188,MM7_jia_DEGREE_TABLE.txt
449,ELF1,103,118,221,MM7_jia_DEGREE_TABLE.txt
450,ELF2,88,103,191,MM7_jia_DEGREE_TABLE.txt
451,ERF,93,100,193,MM7_jia_DEGREE_TABLE.txt
452,ESRRA,80,118,198,MM7_jia_DEGREE_TABLE.txt
453,FLI1,117,118,235,MM7_jia_DEGREE_TABLE.txt
454,FOXO3,119,118,237,MM7_jia_DEGREE_TABLE.txt
455,GZF1,108,55,163,MM7_jia_DEGREE_TABLE.txt
456,HBP1,94,115,209,MM7_jia_DEGREE_TABLE.txt
457,HES5,102,85,187,MM7_jia_DEGREE_TABLE.txt
458,HES7,108,115,223,MM7_jia_DEGREE_TABLE.txt
459,HIVEP2,106,112,218,MM7_jia_DEGREE_TABLE.txt
460,IKZF1,112,118,230,MM7_jia_DEGREE_TABLE.txt
461,IKZF3,108,119,227,MM7_jia_DEGREE_TABLE.txt
462,IRF1,111,118,229,MM7_jia_DEGREE_TABLE.txt
463,IRF2,118,101,219,MM7_jia_DEGREE_TABLE.txt
464,IRF4,116,113,229,MM7_jia_DEGREE_TABLE.txt
465,JUNB,118,112,230,MM7_jia_DEGREE_TABLE.txt
466,KLF1,115,119,234,MM7_jia_DEGREE_TABLE.txt
467,KLF13,118,91,209,MM7_jia_DEGREE_TABLE.txt
468,KLF2,114,115,229,MM7_jia_DEGREE_TABLE.txt
469,KLF3,109,117,226,MM7_jia_DEGREE_TABLE.txt
470,KLF6,102,115,217,MM7_jia_DEGREE_TABLE.txt
471,KLF7,92,119,211,MM7_jia_DEGREE_TABLE.txt
472,KLF9,110,117,227,MM7_jia_DEGREE_TABLE.txt
473,LBX2,97,105,202,MM7_jia_DEGREE_TABLE.txt
474,MAZ,114,119,233,MM7_jia_DEGREE_TABLE.txt
475,MEF2A,103,116,219,MM7_jia_DEGREE_TABLE.txt
476,MEF2C,113,114,227,MM7_jia_DEGREE_TABLE.txt
477,MEF2D,114,110,224,MM7_jia_DEGREE_TABLE.txt
478,MEIS2,117,116,233,MM7_jia_DEGREE_TABLE.txt
479,MIXL1,110,91,201,MM7_jia_DEGREE_TABLE.txt
480,MNT,108,67,175,MM7_jia_DEGREE_TABLE.txt
481,MXD1,103,62,165,MM7_jia_DEGREE_TABLE.txt
482,MXI1,107,112,219,MM7_jia_DEGREE_TABLE.txt
483,MYBL2,92,85,177,MM7_jia_DEGREE_TABLE.txt
484,MYNN,85,88,173,MM7_jia_DEGREE_TABLE.txt
485,MZF1,112,119,231,MM7_jia_DEGREE_TABLE.txt
486,NFE2L1,102,99,201,MM7_jia_DEGREE_TABLE.txt
487,NFE2L2,113,107,220,MM7_jia_DEGREE_TABLE.txt
488,NFE2L3,107,113,220,MM7_jia_DEGREE_TABLE.txt
489,NFIX,115,113,228,MM7_jia_DEGREE_TABLE.txt
490,NFKB2,101,116,217,MM7_jia_DEGREE_TABLE.txt
491,NHLH1,97,113,210,MM7_jia_DEGREE_TABLE.txt
492,NR1D1,108,117,225,MM7_jia_DEGREE_TABLE.txt
493,NR3C1,110,115,225,MM7_jia_DEGREE_TABLE.txt
494,NR4A2,109,116,225,MM7_jia_DEGREE_TABLE.txt
495,PBX2,102,99,201,MM7_jia_DEGREE_TABLE.txt
496,POU2F1,93,118,211,MM7_jia_DEGREE_TABLE.txt
497,POU5F1,107,115,222,MM7_jia_DEGREE_TABLE.txt
498,PRDM1,115,119,234,MM7_jia_DEGREE_TABLE.txt
499,PRDM14,100,116,216,MM7_jia_DEGREE_TABLE.txt
500,RARA,103,119,222,MM7_jia_DEGREE_TABLE.txt
501,RFX1,96,119,215,MM7_jia_DEGREE_TABLE.txt
502,RFX3,107,116,223,MM7_jia_DEGREE_TABLE.txt
503,RORA,111,118,229,MM7_jia_DEGREE_TABLE.txt
504,RXRB,106,117,223,MM7_jia_DEGREE_TABLE.txt
505,SIN3A,103,119,222,MM7_jia_DEGREE_TABLE.txt
506,SMAD3,117,119,236,MM7_jia_DEGREE_TABLE.txt
507,SP3,113,119,232,MM7_jia_DEGREE_TABLE.txt
508,TBX6,97,103,200,MM7_jia_DEGREE_TABLE.txt
509,TCF12,103,119,222,MM7_jia_DEGREE_TABLE.txt
510,TCF4,108,113,221,MM7_jia_DEGREE_TABLE.txt
511,TFEB,103,78,181,MM7_jia_DEGREE_TABLE.txt
512,THRA,108,115,223,MM7_jia_DEGREE_TABLE.txt
513,USF1,99,110,209,MM7_jia_DEGREE_TABLE.txt
514,XBP1,116,93,209,MM7_jia_DEGREE_TABLE.txt
515,ZBTB20,111,88,199,MM7_jia_DEGREE_TABLE.txt
516,ZBTB3,97,119,216,MM7_jia_DEGREE_TABLE.txt
517,ZBTB32,106,93,199,MM7_jia_DEGREE_TABLE.txt
518,ZBTB34,110,91,201,MM7_jia_DEGREE_TABLE.txt
519,ZBTB38,117,102,219,MM7_jia_DEGREE_TABLE.txt
520,ZBTB5,91,119,210,MM7_jia_DEGREE_TABLE.txt
521,ZBTB7A,103,111,214,MM7_jia_DEGREE_TABLE.txt
522,ZBTB7B,118,115,233,MM7_jia_DEGREE_TABLE.txt
523,ZFP62,114,119,233,MM7_jia_DEGREE_TABLE.txt
524,ZFP91,109,112,221,MM7_jia_DEGREE_TABLE.txt
525,ZNF114,105,86,191,MM7_jia_DEGREE_TABLE.txt
526,ZNF217,113,81,194,MM7_jia_DEGREE_TABLE.txt
527,ZNF460,108,119,227,MM7_jia_DEGREE_TABLE.txt
528,ZNF483,91,117,208,MM7_jia_DEGREE_TABLE.txt
529,ZNF497,103,110,213,MM7_jia_DEGREE_TABLE.txt
530,ZNF513,90,119,209,MM7_jia_DEGREE_TABLE.txt
531,ZNF526,93,118,211,MM7_jia_DEGREE_TABLE.txt
532,ZNF543,108,118,226,MM7_jia_DEGREE_TABLE.txt
533,ZNF584,103,107,210,MM7_jia_DEGREE_TABLE.txt
534,ZNF592,99,60,159,MM7_jia_DEGREE_TABLE.txt
535,ZNF595,99,119,218,MM7_jia_DEGREE_TABLE.txt
536,ZNF619,101,109,210,MM7_jia_DEGREE_TABLE.txt
537,ZNF620,101,72,173,MM7_jia_DEGREE_TABLE.txt
538,ZNF643,113,108,221,MM7_jia_DEGREE_TABLE.txt
539,ZNF672,108,117,225,MM7_jia_DEGREE_TABLE.txt
540,ZNF687,90,70,160,MM7_jia_DEGREE_TABLE.txt
541,ZNF689,91,116,207,MM7_jia_DEGREE_TABLE.txt
542,ZNF692,108,117,225,MM7_jia_DEGREE_TABLE.txt
543,ZNF718,99,118,217,MM7_jia_DEGREE_TABLE.txt
544,ZNF79,101,109,210,MM7_jia_DEGREE_TABLE.txt
545,ZNF805,108,118,226,MM7_jia_DEGREE_TABLE.txt
546,ZNF837,103,119,222,MM7_jia_DEGREE_TABLE.txt
547,ARID3A,58,58,116,MOLP-2.H3K27ac_DEGREE_TABLE.txt
548,ATF4,63,68,131,MOLP-2.H3K27ac_DEGREE_TABLE.txt
549,BCL6B,70,71,141,MOLP-2.H3K27ac_DEGREE_TABLE.txt
550,BHLHE41,72,37,109,MOLP-2.H3K27ac_DEGREE_TABLE.txt
551,CAMTA2,68,12,80,MOLP-2.H3K27ac_DEGREE_TABLE.txt
552,CEBPB,46,55,101,MOLP-2.H3K27ac_DEGREE_TABLE.txt
553,CREB3L2,68,56,124,MOLP-2.H3K27ac_DEGREE_TABLE.txt
554,CST6,73,14,87,MOLP-2.H3K27ac_DEGREE_TABLE.txt
555,DDIT3,62,57,119,MOLP-2.H3K27ac_DEGREE_TABLE.txt
556,E2F2,64,56,120,MOLP-2.H3K27ac_DEGREE_TABLE.txt
557,ERF,57,55,112,MOLP-2.H3K27ac_DEGREE_TABLE.txt
558,FIZ1,58,71,129,MOLP-2.H3K27ac_DEGREE_TABLE.txt
559,FLI1,61,74,135,MOLP-2.H3K27ac_DEGREE_TABLE.txt
560,FOSL1,63,52,115,MOLP-2.H3K27ac_DEGREE_TABLE.txt
561,GLI1,53,64,117,MOLP-2.H3K27ac_DEGREE_TABLE.txt
562,GMEB2,46,32,78,MOLP-2.H3K27ac_DEGREE_TABLE.txt
563,HES5,58,43,101,MOLP-2.H3K27ac_DEGREE_TABLE.txt
564,IKZF3,64,75,139,MOLP-2.H3K27ac_DEGREE_TABLE.txt
565,IRF2,73,55,128,MOLP-2.H3K27ac_DEGREE_TABLE.txt
566,IRF3,67,72,139,MOLP-2.H3K27ac_DEGREE_TABLE.txt
567,IRF4,61,67,128,MOLP-2.H3K27ac_DEGREE_TABLE.txt
568,JUNB,65,63,128,MOLP-2.H3K27ac_DEGREE_TABLE.txt
569,JUND,50,75,125,MOLP-2.H3K27ac_DEGREE_TABLE.txt
570,KLF13,74,44,118,MOLP-2.H3K27ac_DEGREE_TABLE.txt
571,KLF2,75,69,144,MOLP-2.H3K27ac_DEGREE_TABLE.txt
572,MAZ,61,76,137,MOLP-2.H3K27ac_DEGREE_TABLE.txt
573,MEF2D,65,58,123,MOLP-2.H3K27ac_DEGREE_TABLE.txt
574,MEIS2,51,68,119,MOLP-2.H3K27ac_DEGREE_TABLE.txt
575,MYBL2,58,44,102,MOLP-2.H3K27ac_DEGREE_TABLE.txt
576,MZF1,47,76,123,MOLP-2.H3K27ac_DEGREE_TABLE.txt
577,NFE2L1,66,48,114,MOLP-2.H3K27ac_DEGREE_TABLE.txt
578,NFE2L2,55,54,109,MOLP-2.H3K27ac_DEGREE_TABLE.txt
579,NFE2L3,62,69,131,MOLP-2.H3K27ac_DEGREE_TABLE.txt
580,NFKB2,58,66,124,MOLP-2.H3K27ac_DEGREE_TABLE.txt
581,NFYA,56,47,103,MOLP-2.H3K27ac_DEGREE_TABLE.txt
582,NR1D1,63,68,131,MOLP-2.H3K27ac_DEGREE_TABLE.txt
583,PAX4,58,76,134,MOLP-2.H3K27ac_DEGREE_TABLE.txt
584,PAX5,56,76,132,MOLP-2.H3K27ac_DEGREE_TABLE.txt
585,PBX2,56,44,100,MOLP-2.H3K27ac_DEGREE_TABLE.txt
586,PBX4,60,54,114,MOLP-2.H3K27ac_DEGREE_TABLE.txt
587,PRDM1,72,76,148,MOLP-2.H3K27ac_DEGREE_TABLE.txt
588,PRDM10,48,38,86,MOLP-2.H3K27ac_DEGREE_TABLE.txt
589,RARA,61,76,137,MOLP-2.H3K27ac_DEGREE_TABLE.txt
590,RFX3,61,64,125,MOLP-2.H3K27ac_DEGREE_TABLE.txt
591,RXRB,68,69,137,MOLP-2.H3K27ac_DEGREE_TABLE.txt
592,SIN3A,62,76,138,MOLP-2.H3K27ac_DEGREE_TABLE.txt
593,SOX5,70,65,135,MOLP-2.H3K27ac_DEGREE_TABLE.txt
594,SP3,42,76,118,MOLP-2.H3K27ac_DEGREE_TABLE.txt
595,SREBF2,53,56,109,MOLP-2.H3K27ac_DEGREE_TABLE.txt
596,TBX2,35,67,102,MOLP-2.H3K27ac_DEGREE_TABLE.txt
597,TBX4,35,54,89,MOLP-2.H3K27ac_DEGREE_TABLE.txt
598,TBX6,58,59,117,MOLP-2.H3K27ac_DEGREE_TABLE.txt
599,TCP11,51,63,114,MOLP-2.H3K27ac_DEGREE_TABLE.txt
600,TEAD3,58,53,111,MOLP-2.H3K27ac_DEGREE_TABLE.txt
601,TEF,55,64,119,MOLP-2.H3K27ac_DEGREE_TABLE.txt
602,TFEB,67,35,102,MOLP-2.H3K27ac_DEGREE_TABLE.txt
603,THRA,63,70,133,MOLP-2.H3K27ac_DEGREE_TABLE.txt
604,VSX1,55,56,111,MOLP-2.H3K27ac_DEGREE_TABLE.txt
605,XBP1,67,51,118,MOLP-2.H3K27ac_DEGREE_TABLE.txt
606,ZBTB38,71,51,122,MOLP-2.H3K27ac_DEGREE_TABLE.txt
607,ZBTB4,55,33,88,MOLP-2.H3K27ac_DEGREE_TABLE.txt
608,ZBTB7A,50,64,114,MOLP-2.H3K27ac_DEGREE_TABLE.txt
609,ZBTB7B,73,64,137,MOLP-2.H3K27ac_DEGREE_TABLE.txt
610,ZFP91,61,58,119,MOLP-2.H3K27ac_DEGREE_TABLE.txt
611,ZNF217,66,34,100,MOLP-2.H3K27ac_DEGREE_TABLE.txt
612,ZNF283,64,75,139,MOLP-2.H3K27ac_DEGREE_TABLE.txt
613,ZNF497,48,61,109,MOLP-2.H3K27ac_DEGREE_TABLE.txt
614,ZNF524,58,74,132,MOLP-2.H3K27ac_DEGREE_TABLE.txt
615,ZNF526,57,73,130,MOLP-2.H3K27ac_DEGREE_TABLE.txt
616,ZNF580,64,71,135,MOLP-2.H3K27ac_DEGREE_TABLE.txt
617,ZNF581,64,59,123,MOLP-2.H3K27ac_DEGREE_TABLE.txt
618,ZNF584,48,46,94,MOLP-2.H3K27ac_DEGREE_TABLE.txt
619,ZNF76,53,70,123,MOLP-2.H3K27ac_DEGREE_TABLE.txt
620,ZNF775,56,62,118,MOLP-2.H3K27ac_DEGREE_TABLE.txt
621,ZNF784,64,68,132,MOLP-2.H3K27ac_DEGREE_TABLE.txt
622,ZNF837,48,72,120,MOLP-2.H3K27ac_DEGREE_TABLE.txt
623,AIRE,60,81,141,MM8.H3K27ac_DEGREE_TABLE.txt
624,ARF1,77,20,97,MM8.H3K27ac_DEGREE_TABLE.txt
625,ARF4,85,33,118,MM8.H3K27ac_DEGREE_TABLE.txt
626,BACH1,88,58,146,MM8.H3K27ac_DEGREE_TABLE.txt
627,BBX,70,86,156,MM8.H3K27ac_DEGREE_TABLE.txt
628,BCL6B,89,102,191,MM8.H3K27ac_DEGREE_TABLE.txt
629,BCLAF1,84,107,191,MM8.H3K27ac_DEGREE_TABLE.txt
630,BHLHE41,100,37,137,MM8.H3K27ac_DEGREE_TABLE.txt
631,CEBPG,70,85,155,MM8.H3K27ac_DEGREE_TABLE.txt
632,CHD2,96,91,187,MM8.H3K27ac_DEGREE_TABLE.txt
633,CREB1,79,91,170,MM8.H3K27ac_DEGREE_TABLE.txt
634,CREB3L2,94,76,170,MM8.H3K27ac_DEGREE_TABLE.txt
635,CREM,78,72,150,MM8.H3K27ac_DEGREE_TABLE.txt
636,ERF,83,73,156,MM8.H3K27ac_DEGREE_TABLE.txt
637,ESRRA,92,104,196,MM8.H3K27ac_DEGREE_TABLE.txt
638,FIZ1,68,102,170,MM8.H3K27ac_DEGREE_TABLE.txt
639,FOSB,83,49,132,MM8.H3K27ac_DEGREE_TABLE.txt
640,FOSL1,92,56,148,MM8.H3K27ac_DEGREE_TABLE.txt
641,FOXN3,84,58,142,MM8.H3K27ac_DEGREE_TABLE.txt
642,FOXO3,77,107,184,MM8.H3K27ac_DEGREE_TABLE.txt
643,GABPA,83,105,188,MM8.H3K27ac_DEGREE_TABLE.txt
644,GMEB2,67,57,124,MM8.H3K27ac_DEGREE_TABLE.txt
645,HAP1,75,7,82,MM8.H3K27ac_DEGREE_TABLE.txt
646,HBP1,82,89,171,MM8.H3K27ac_DEGREE_TABLE.txt
647,HES7,100,89,189,MM8.H3K27ac_DEGREE_TABLE.txt
648,HIVEP2,92,77,169,MM8.H3K27ac_DEGREE_TABLE.txt
649,IRF2,85,81,166,MM8.H3K27ac_DEGREE_TABLE.txt
650,IRF4,92,92,184,MM8.H3K27ac_DEGREE_TABLE.txt
651,IRF7,71,100,171,MM8.H3K27ac_DEGREE_TABLE.txt
652,JUN,81,96,177,MM8.H3K27ac_DEGREE_TABLE.txt
653,JUNB,99,88,187,MM8.H3K27ac_DEGREE_TABLE.txt
654,JUND,84,106,190,MM8.H3K27ac_DEGREE_TABLE.txt
655,KLF12,85,105,190,MM8.H3K27ac_DEGREE_TABLE.txt
656,KLF13,102,60,162,MM8.H3K27ac_DEGREE_TABLE.txt
657,KLF15,62,107,169,MM8.H3K27ac_DEGREE_TABLE.txt
658,KLF2,103,93,196,MM8.H3K27ac_DEGREE_TABLE.txt
659,KLF6,95,65,160,MM8.H3K27ac_DEGREE_TABLE.txt
660,KLF7,71,106,177,MM8.H3K27ac_DEGREE_TABLE.txt
661,KLF9,95,90,185,MM8.H3K27ac_DEGREE_TABLE.txt
662,MEF2A,77,104,181,MM8.H3K27ac_DEGREE_TABLE.txt
663,MEF2C,104,101,205,MM8.H3K27ac_DEGREE_TABLE.txt
664,MXI1,86,73,159,MM8.H3K27ac_DEGREE_TABLE.txt
665,MYC,82,63,145,MM8.H3K27ac_DEGREE_TABLE.txt
666,MYNN,79,59,138,MM8.H3K27ac_DEGREE_TABLE.txt
667,MZF1,66,106,172,MM8.H3K27ac_DEGREE_TABLE.txt
668,NFE2L2,93,62,155,MM8.H3K27ac_DEGREE_TABLE.txt
669,NFKB1,77,105,182,MM8.H3K27ac_DEGREE_TABLE.txt
670,NFKB2,74,86,160,MM8.H3K27ac_DEGREE_TABLE.txt
671,NR1D2,81,52,133,MM8.H3K27ac_DEGREE_TABLE.txt
672,NR3C1,81,87,168,MM8.H3K27ac_DEGREE_TABLE.txt
673,NR4A2,94,95,189,MM8.H3K27ac_DEGREE_TABLE.txt
674,NR4A3,90,61,151,MM8.H3K27ac_DEGREE_TABLE.txt
675,PAX4,79,107,186,MM8.H3K27ac_DEGREE_TABLE.txt
676,PAX5,82,107,189,MM8.H3K27ac_DEGREE_TABLE.txt
677,POU2F2,85,107,192,MM8.H3K27ac_DEGREE_TABLE.txt
678,PRDM1,101,104,205,MM8.H3K27ac_DEGREE_TABLE.txt
679,PRDM10,77,52,129,MM8.H3K27ac_DEGREE_TABLE.txt
680,RARA,88,107,195,MM8.H3K27ac_DEGREE_TABLE.txt
681,RAX2,68,42,110,MM8.H3K27ac_DEGREE_TABLE.txt
682,RELA,76,106,182,MM8.H3K27ac_DEGREE_TABLE.txt
683,RELB,65,67,132,MM8.H3K27ac_DEGREE_TABLE.txt
684,RFX1,74,97,171,MM8.H3K27ac_DEGREE_TABLE.txt
685,RFX3,84,89,173,MM8.H3K27ac_DEGREE_TABLE.txt
686,RFX7,84,30,114,MM8.H3K27ac_DEGREE_TABLE.txt
687,RORA,76,100,176,MM8.H3K27ac_DEGREE_TABLE.txt
688,RUNX1,84,67,151,MM8.H3K27ac_DEGREE_TABLE.txt
689,SF1,88,65,153,MM8.H3K27ac_DEGREE_TABLE.txt
690,SIN3A,91,107,198,MM8.H3K27ac_DEGREE_TABLE.txt
691,SP3,71,107,178,MM8.H3K27ac_DEGREE_TABLE.txt
692,SPI1,72,106,178,MM8.H3K27ac_DEGREE_TABLE.txt
693,SREBF2,85,72,157,MM8.H3K27ac_DEGREE_TABLE.txt
694,TBX6,92,67,159,MM8.H3K27ac_DEGREE_TABLE.txt
695,TCF12,75,95,170,MM8.H3K27ac_DEGREE_TABLE.txt
696,TCF4,77,79,156,MM8.H3K27ac_DEGREE_TABLE.txt
697,TEAD1,75,97,172,MM8.H3K27ac_DEGREE_TABLE.txt
698,TGIF2,79,71,150,MM8.H3K27ac_DEGREE_TABLE.txt
699,TP53,83,81,164,MM8.H3K27ac_DEGREE_TABLE.txt
700,XBP1,86,72,158,MM8.H3K27ac_DEGREE_TABLE.txt
701,ZBTB1,90,52,142,MM8.H3K27ac_DEGREE_TABLE.txt
702,ZBTB20,86,56,142,MM8.H3K27ac_DEGREE_TABLE.txt
703,ZBTB32,62,61,123,MM8.H3K27ac_DEGREE_TABLE.txt
704,ZBTB38,107,68,175,MM8.H3K27ac_DEGREE_TABLE.txt
705,ZBTB5,81,96,177,MM8.H3K27ac_DEGREE_TABLE.txt
706,ZFP62,89,105,194,MM8.H3K27ac_DEGREE_TABLE.txt
707,ZFP91,87,74,161,MM8.H3K27ac_DEGREE_TABLE.txt
708,ZFX,73,107,180,MM8.H3K27ac_DEGREE_TABLE.txt
709,ZNF143,79,82,161,MM8.H3K27ac_DEGREE_TABLE.txt
710,ZNF16,76,93,169,MM8.H3K27ac_DEGREE_TABLE.txt
711,ZNF250,76,107,183,MM8.H3K27ac_DEGREE_TABLE.txt
712,ZNF460,82,107,189,MM8.H3K27ac_DEGREE_TABLE.txt
713,ZNF48,76,90,166,MM8.H3K27ac_DEGREE_TABLE.txt
714,ZNF483,72,93,165,MM8.H3K27ac_DEGREE_TABLE.txt
715,ZNF490,85,58,143,MM8.H3K27ac_DEGREE_TABLE.txt
716,ZNF524,68,100,168,MM8.H3K27ac_DEGREE_TABLE.txt
717,ZNF526,83,99,182,MM8.H3K27ac_DEGREE_TABLE.txt
718,ZNF543,82,98,180,MM8.H3K27ac_DEGREE_TABLE.txt
719,ZNF574,99,103,202,MM8.H3K27ac_DEGREE_TABLE.txt
720,ZNF580,92,99,191,MM8.H3K27ac_DEGREE_TABLE.txt
721,ZNF581,92,79,171,MM8.H3K27ac_DEGREE_TABLE.txt
722,ZNF592,77,31,108,MM8.H3K27ac_DEGREE_TABLE.txt
723,ZNF655,62,97,159,MM8.H3K27ac_DEGREE_TABLE.txt
724,ZNF689,77,84,161,MM8.H3K27ac_DEGREE_TABLE.txt
725,ZNF771,76,65,141,MM8.H3K27ac_DEGREE_TABLE.txt
726,ZNF775,80,96,176,MM8.H3K27ac_DEGREE_TABLE.txt
727,ZNF784,92,97,189,MM8.H3K27ac_DEGREE_TABLE.txt
728,ZNF791,85,68,153,MM8.H3K27ac_DEGREE_TABLE.txt
729,ZNF805,82,101,183,MM8.H3K27ac_DEGREE_TABLE.txt
730,ARF1,110,45,155,MM9_jia_DEGREE_TABLE.txt
